Organisation,URL,Parent_organisation,Exempt_from_GOVUK,Year
National Savings and Investments,http://www.nsandi.com/,,,2012
Office for Fair Access (OFFA),http://www.offa.org.uk/,,,2012
Official Documents,http://www.official-documents.gov.uk/,,,2012
Office of Qualifications and Examinations Regulation,http://www.ofqual.gov.uk/,,,2012
"Office for Standards in Education, Children's Services and Skills",http://www.ofsted.gov.uk/,,,2012
Office of Fair Trading,http://www.oft.gov.uk/,,,2012
Water Services Regulation Authority,http://www.ofwat.gov.uk/,,,2012
Office of the Immigration Services Commissioner (OISC),http://www.oisc.gov.uk/,,,2012
Olympic Lottery Distributor,http://www.olympiclotterydistributor.org.uk/docs/home.php,,,2012
Office of Manpower Economics / NHS Pay Review Body,http://www.ome.uk.com/,,,2012
Passenger Focus (operating name for the Rail Passengers Council),http://www.passengerfocus.org.uk/,,,2012
Pensions Ombudsman (PO) ,http://www.pensions-ombudsman.org.uk/,,,2012
Pensions Advisory Service,http://www.pensionsadvisoryservice.org.uk/,,,2012
People's Network (LIC),http://www.peoplesnetwork.gov.uk/,,,2012
British Pharmacopoeia Commission (BCP),http://www.pharmacopoeia.co.uk/,,,2012
Planning Portal,http://www.planningportal.gov.uk/,,,2012
Public Lending Right and Public Lending Right Advisory Committee (PLR),http://www.plr.uk.com/,,,2012
Possession claims online,https://www.possessionclaim.gov.uk/pcol/,,,2012
Prisons & Probation Ombudsman,http://www.ppo.gov.uk/,,,2012
Committee on Standards in Public Life,http://www.public-standards.org.uk/,,,2012
Rail Accident Investigation Branch (RAIB),http://www.raib.gov.uk/home/index.cfm,,,2012
Office of Rail Regulation,http://www.rail-reg.gov.uk/,,,2012
Recycle Now,http://www.recyclenow.com/,,,2012
Royal Mint ,http://www.royalmint.com/,,,2012
Scientific Advisory Committee on Nutrition,http://www.sacn.gov.uk/,,,2012
Scotland Office,http://www.scotlandoffice.gov.uk/scotlandoffice/CCC_FirstPage.jsp,,,2012
Sustainable Development Commission,http://www.sd-commission.org.uk/,,,2012
National Counter Terrorism Security Office (NaCTSO),http://www.secureyourfertiliser.gov.uk/,,,2012
Serious Fraud Office,http://www.sfo.gov.uk/,,,2012
Student Loans Company Ltd,http://www.slc.co.uk/,,,2012
Serious Organised Crime Agency,http://www.soca.gov.uk/,,,2012
Sport England,http://www.sportengland.org/,,,2012
Stabilisation Unit,http://www.stabilisationunit.gov.uk/,,,2012
UK Statistics Authority,http://www.statisticsauthority.gov.uk/,,,2012
The Crown Estate,http://www.thecrownestate.co.uk/,,,2012
The Pensions Regulator (TPR) **SEE TNA NOTES**,http://www.thepensionsregulator.gov.uk/,,,2012
Takeover Panel ,http://www.thetakeoverpanel.org.uk/,,,2012
Think U Know - (Child Safety Cnline Campaign),http://www.thinkuknow.co.uk/,,,2012
Traffic England,http://www.trafficengland.com/index.aspx,,,2012
Treasury Solicitor's Department,http://www.tsol.gov.uk/,,,2012
UK Commission for Employment and Skills,http://www.ukces.org.uk/,,,2012
UK Film Council,http://www.ukfilmcouncil.org.uk/,,,2012
UK Hydrographic Office,http://www.ukho.gov.uk/Pages/Home.aspx,,,2012
UK Sport,http://www.uksport.gov.uk/,,,2012
UK Trade info,https://www.uktradeinfo.com/Pages/Home.aspx,,,2012
Veterans-UK Information Portal ,http://www.veterans-uk.info/,,,2012
Visit Britain ,http://www.visitbritain.org/,,,2012
Valuation Office Agency,http://www.voa.gov.uk/corporate/index.html,,,2012
Wales Office,http://www.walesoffice.gov.uk/,,,2012
Westminster Foundation for Democracy,http://www.wfd.org/,,,2012
Wilton Park ,http://www.wiltonpark.org.uk/en/,,,2012
West Northants Development Corporation,http://www.wndc.co.uk/,,,2012
Waste and Resources Action Programme (WRAP),http://www.wrap.org.uk/,,,2012
Council for Healthcare Regulatory Excellence,http://www.chre.org.uk/,,,2012
Government Art Collection,http://www.gac.culture.gov.uk/,,,2012
Shape,http://shape.dh.gov.uk/,,,2012
Human Genetics Commission (HGC),http://www.hgc.gov.uk/,,,2012
Border and Immigration Agency,http://www.bia.homeoffice.gov.uk/,,,2012
COREC red,http://www.ipo.gov.uk/ctribunal.htm,,,2012
Independent Reconfiguration Panel (IRP),http://www.irpanel.org.uk/,,,2012
Defence Contracts Online,http://www.contracts.mod.uk/,,,2012
Defence Analytical Services and Advice,http://www.dasa.mod.uk/,,,2012
Defence Support Group,http://www.dsg.mod.uk/,,,2012
Supporting BritainÕs Reservists and Employers,http://www.sabre.mod.uk/,,,2012
Chief Scientific Advisor,http://www.science.mod.uk/,,,2012
NHS Identity,http://www.nhsidentity.nhs.uk/,,,2012
NHS Plus,http://www.nhsplus.nhs.uk/,,,2012
NHS Photo Library,http://www.photolibrary.nhs.uk/,,,2012
Local Government Finance,http://www.local.odpm.gov.uk/,,,2012
National Police Improvement Agency,http://www.npia.police.uk/en/home.htm,,,2012
Government Finance Profession,http://thegfp.treasury.gov.uk/,,,2012
Easy Tide,http://easytide.ukho.gov.uk/EasyTide/EasyTide/index.aspx,,,2012
DH: Department of Health,http://www.dh.gov.uk/en/index.htm,,,2012
Directgov ,http://www.direct.gov.uk/en/index.htm,,,2012
Heritage Lottery Fund,http://www.hlf.org.uk/Pages/Home.aspx,,,2012
HMGCC - Her Majesty's Government Communications Centre,http://www.hmgcc.gov.uk/default.aspx,,,2012
Health Protection Agency (HPA),http://www.hpa.org.uk/,,,2012
MHRA - Medicines and Healthcare products Regulatory Agency,http://www.mhra.gov.uk/index.htm,,,2012
National Lottery Commission,http://www.natlotcomm.gov.uk/,,,2012
Prime Minister's Office ,http://www.number10.gov.uk/,,,2012
Talk to Frank,http://www.talktofrank.com/,,,2012
Transport Direct - Britain's free online journey planner,http://www.transportdirect.info/Web2/Home.aspx?repeatingloop=Y,,,2012
Debt Management Office (DMO),http://www.dmo.gov.uk/,,,2012
UK Border Agency,http://www.ukba.homeoffice.gov.uk/,,,2012
UK Climate Impacts Programme (UKCIP) ,http://www.ukcip.org.uk/,,,2012
Child Maintenance Options,http://www.cmoptions.org/,,,2012
UK Register of Learning Providers,http://www.ukrlp.co.uk/,,,2012
Care Quality Commission,http://www.cqc.org.uk/,,,2012
Research Councils UK ,http://www.rcuk.ac.uk/Pages/Home.aspx,,,2012
Centre for the Protection of National Infrastructure (CPNI),http://www.cpni.gov.uk/,,,2012
Baha Mousa Inquiry,http://www.bahamousainquiry.org/,,,2012
Waste Directory,http://wastedirectory.org.uk,,,2012
Department of Energy and Climage Change,http://www.decc.gov.uk/,,,2012
Capital for Enterprise,http://www.capitalforenterprise.gov.uk/,,,2012
Student Loan Repayment,http://www.studentloanrepayment.co.uk/,,,2012
Official Legislation Website,http://www.legislation.gov.uk/,,,2012
Agriculture and Horticulture Development Board ,http://www.ahdb.org.uk,,,2012
Office for National Statistics,http://www.ons.gov.uk/ons/index.html,,,2012
Office for National Statistics,http://www.statistics.gov.uk/default.asp,,,2012
Bio Mass Energy Centre,"http://www.biomassenergycentre.org.uk/portal/page?_pageid=73,1&_dad=portal&_schema=PORTAL",,,2012
"Committee on Carcinogenicity of Chemicals in Food, Consumer Products and the Environment",http://www.iacoc.org.uk/,,,2012
Homes and Communities Agency (HCA),http://www.homesandcommunities.co.uk/,,,2012
British Secret Intelligence Service (SIS),https://www.sis.gov.uk/,,,2012
Office of the Advocate General for Scotland,http://www.oag.gov.uk/oag/CCC_FirstPage.jsp,,,2012
"Warning, Advice and Reporting Point (WARP)",http://www.warp.gov.uk/,,,2012
Enhanced Capital Allowance Scheme (ECA),http://www.eca.gov.uk/etl,,,2012
Nuclear Decommissioning Authority,http://www.nda.gov.uk/,,,2012
Office of Gas and Electricity Markets,http://www.ofgem.gov.uk/Pages/OfgemHome.aspx,,,2012
Defence Blog Homepage,http://www.blogs.mod.uk/,,,2012
UK Trade & Investment,http://www.ukti.gov.uk/home.html?guid=none,,,2012
Committee on Climate Change,http://www.theccc.org.uk/,,,2012
Offshore SEA (DECC),http://www.offshore-sea.org.uk/site/index.php,,,2012
Data for Neighbourhoods and Regeneration,http://www.data4nr.net/introduction/,,,2012
DVLA Personalised Registrations (Directgov),http://dvlaregistrations.direct.gov.uk/,,,2012
Housing Ombudsman Service,http://www.housing-ombudsman.org.uk/,,,2012
Oil and Gas - UK Production Data Release (Datasets),https://www.og.decc.gov.uk/pprs/pprsindex.htm,,,2012
Legal Services Board,http://www.legalservicesboard.org.uk/,,,2012
"Department for Business, Innovation and Skills (BIS)",http://www.bis.gov.uk/,,,2012
National Mental Health Development Unit,http://www.nmhdu.org.uk/,,,2012
Graduate Talent Pool (BIS),http://graduatetalentpool.bis.gov.uk/,,,2012
Manufacturing Advisory Service (BIS),http://www.mas.bis.gov.uk/,,,2012
UK Financial Investments Ltd,http://www.ukfi.gov.uk/,,,2012
Charity Commission ,http://www.charitycommission.gov.uk/,,,2012
Health Protection Agency Cultures,http://www.hpacultures.org.uk/,,,2012
Judicial Committee of the Privy Council,http://www.jcpc.gov.uk/,,,2012
Neighbourhood Statistics,http://neighbourhood.statistics.gov.uk/dissemination/,,,2012
Advisory Panel on Country Information (APCI) (apci.homeoffice.gov.uk),http://apci.homeoffice.gov.uk/,,,2012
SIA - Security Industry Authority,http://sia.homeoffice.gov.uk/Pages/home.aspx,,,2012
Valuation Tribunal,http://www.valuationtribunal.gov.uk/Home.aspx,,,2012
Companies House (www.companieshouse.gov.uk),http://www.companieshouse.gov.uk/,,,2012
HM Inspectorates of Constabulary,http://www.hmic.gov.uk/,,,2012
data.gov.uk,http://data.gov.uk/,,,2012
InterMet - Weather Data to Inform Crop Management Decisions,http://intermet.csl.gov.uk/,,,2012
Bee Base (https://secure.fera.defra.gov.uk/beebase/),https://secure.fera.defra.gov.uk/beebase/,,,2012
Health for Work Adviceline for Small Businesses,http://www.health4work.nhs.uk/,,,2012
Active Places,http://activeplaces.com/,,,2012
MI6 Officers,http://www.mi6officers.co.uk/,,,2012
Health Professions Council,http://www.hpc-uk.org/,,,2012
Driving Standards Agency practical test booking service (Directgov),https://driverpracticaltest.direct.gov.uk/,,,2012
Citizen Focus and Neighbourhood Policing,http://cfnp.npia.police.uk/,,,2012
Independent Safeguarding Authority ,http://isa.homeoffice.gov.uk/,,,2012
National Historic Ships,http://www.nationalhistoricships.org.uk/index.php,,,2012
Northumberland National Park Games,http://planning.nnpa.org.uk/learningzone/games/wetherhillpot.html,,,2012
Marine Management Organisation,http://www.marinemanagement.org.uk/,,,2012
Social Enterprise Ambassadors ,http://socialenterpriseambassadors.org.uk/,,,2012
British Pharmacopoeia (BP),http://www.pharmacopoeia.gov.uk/,,,2012
Department for Education ,http://www.education.gov.uk/,,,2012
Defence Consultations,http://defenceconsultations.org.uk/,,,2012
The Official Website of The British Monarchy,http://www.royal.gov.uk/,,,2012
The Prince of Wales,http://www.princeofwales.gov.uk/,,,2012
The Carbon Calculator,http://carboncalculator.direct.gov.uk/index.html,,,2012
Government Legal Service,http://www.gls.gov.uk/,,,2012
Nematodes,http://nematodesuk.fera.defra.gov.uk/,,,2012
Local Government Finance Information for Local Authorities,http://www.local.communities.gov.uk/,,,2012
National Collection of Plant Pathogenic Bacteria,http://ncppb.com/,,,2012
Veterinary Residues Committee,http://www.vmd.gov.uk/vrc/,,,2012
Legal Services Consumer Panel,http://www.legalservicesconsumerpanel.org.uk/,,,2012
"Committee on Mutagenicity of Chemicals in Food, Consumer Products and the Environment (COM)  ",http://www.iacom.org.uk/index.htm,,,2012
Local Government Ombudsman,http://www.lgo.org.uk/,,,2012
UK Anti-Doping,http://www.ukad.org.uk/,,,2012
Armed Forces Day,http://www.armedforcesday.org.uk/,,,2012
Pension Protection fund Ombudsman,http://www.ppfo.org.uk/,,,2012
The Data Service,http://www.thedataservice.org.uk/,,,2012
The Examinations Appeals Board ,http://www.theeab.org.uk/,,,2012
West Northamptonshire Development Corporation,http://www.wndc.org.uk/,,,2012
London Press Service,http://www.londonpressservice.org.uk/lps/home.html,,,2012
Learning Records Service,http://www.learningrecordsservice.org.uk/,,,2012
Knowledge Transfer Partnerships,http://www.ktponline.org.uk/,,,2012
The Information Authority,http://www.theia.org.uk/,,,2012
Civil Service Fast Stream (faststream.civilservice.gov.uk),http://faststream.civilservice.gov.uk/,,,2012
Funding Central,http://www.fundingcentral.org.uk/Default.aspx,,,2012
National Technical Authority for Information Assurance (CESG),http://www.cesg.gov.uk/Pages/homepage.aspx,,,2012
GovCertUK,http://www.govcertuk.gov.uk/,,,2012
Government Communications Headquarters (GCHQ),http://www.gchq.gov.uk/Pages/homepage.aspx,,,2012
Government Communications Headquarters (GCHQ) Careers,http://www.gchq-careers.co.uk/,,,2012
UKTI - Doing Business in Asia,http://www.businessinasia.co.uk/,,,2012
Community Health Partnerships,http://www.communityhealthpartnerships.co.uk/,,,2012
 Co-operation and Competition Panel,http://www.ccpanel.org.uk/,,,2012
Directly Operated Railways,http://www.directlyoperatedrailways.co.uk/html/index.php,,,2012
Legal Ombudsman,http://www.legalombudsman.org.uk/,,,2012
High Speed 2,http://www.hs2.org.uk/,,,2012
UK Creative Industries Marketing Toolkit,https://www.creative-industries.co.uk/,,,2012
UK Trade and Investment Identity Site,https://www.identity.uktradeinvest.gov.uk/,,,2012
Technology World UK,http://www.technologyworld.uk.com/,,,2012
Consumer Credit Register,http://www2.crw.gov.uk/pr/Default.aspx,,,2012
iNets South West,http://www.inets-sw.co.uk/,,,2012
Wave Hub,http://www.wavehub.co.uk/,,,2012
Food and Environment Research Agency,http://www.fera.defra.gov.uk/,,,2012
Inspiring Learning for All,http://www.inspiringlearning.gov.uk/,,,2012
UK Atmospheric Dispersion Modelling Liaison Committee (ADMLC),http://www.admlc.org.uk/,,,2012
Committee on the Medical Effects of Air Pollutants (COMEAP) ,http://www.comeap.org.uk/,,,2012
Mobile Telecommunications and Health Research Programme (MTHR),http://www.mthr.org.uk/,,,2012
Integrated Modules for Bioassay Analysis (IMBA),http://www.imbaprofessional.com/,,,2012
UKradon,http://www.ukradon.org/,,,2012
Health Protection Agency eHealth,http://ehealthlearning.org.uk/arena/index.cfm,,,2012
Health Protection Agency North West,http://www.hpa-nw.org.uk/,,,2012
eBug,http://www.e-bug.eu/,,,2012
Health Protection Agency TV,http://www.healthprotectionagency.tv/,,,2012
Health Protection Agency Radiation Protection Services,https://www.hpa-radiationservices.org.uk/,,,2012
Crown Prosecution Service,http://www.cps.gov.uk/,,,2012
HM Crown Prosecution Service Inspectorate,http://www.hmcpsi.gov.uk/,,,2012
Health and Safety Laboratory,http://www.hsl.gov.uk/,,,2012
Commonwealth Scholarship Commission in the UK,http://cscuk.dfid.gov.uk/,,,2012
Joint Nature Conservation Committee,http://jncc.defra.gov.uk/,,,2012
MAGIC ,http://magic.defra.gov.uk/,,,2012
Red Tape Challenge,http://www.redtapechallenge.cabinetoffice.gov.uk/home/index/,,,2012
Police Recruitment ,http://policerecruitment.homeoffice.gov.uk,,,2012
Veterinary Medicines Directorate,http://www.vmd.defra.gov.uk/,,,2012
AJTC - Administrative Justice & Tribunals Council ,http://www.justice.gov.uk/ajtc/index.htm,,,2012
Proud2Serve.net,http://www.proud2serve.net/,,,2012
National Atmospheric Emissions Inventory ,http://naei.defra.gov.uk/,,,2012
Secure Email,http://cjsm.justice.gov.uk/,,,2012
Legal Services Commission Training,http://training.legalservices.gov.uk/,,,2012
The Learner Panel,http://learnerpanel.co.uk/,,,2012
Partnerships UK,http://www.partnershipsuk.org.uk/,,,2012
Projects Database : Partnerships UK ,http://www.partnershipsuk.org.uk/PUK-Projects-Database.aspx,,,2012
Equality and Human Rights Commission,http://www.equalityhumanrights.com/,,,2012
Women's National Commission (WNC),http://www.thewnc.org.uk/,,,2012
Coal Authority Online Services,https://www.groundstability.com/public/web/home.jspx,,,2012
Care in Practice : Revised Legal Framework for Looked After Children,http://childrenact1989regstraining.walkgrove.co.uk/,,,2012
CF Labs,http://www.cflabs.org.uk/,,,2012
Recalled Products,http://recalledproducts.org/,,,2012
"Centre for Environment, Fisheries & Aquaculture Science (DEFRA)",http://www.cefas.defra.gov.uk/,,,2012
United Kingdom Atomic Energy Authority,http://www.uk-atomic-energy.org.uk/,,,2012
Gateway Project (Office of the E-Envoy),http://www.gateway.gov.uk/,,,2012
Drinking Water Inspectorate,http://dwi.defra.gov.uk,,,2012
Gangmasters Licensing Authority,http://gla.defra.gov.uk,,,2012
UK Greenhouse Gas Inventory National System,http://ghgi.decc.gov.uk,,,2012
Adjudicators Office,http://www.adjudicatorsoffice.gov.uk/,,,2012
Nomis - Official Labour Market Statistics,https://www.nomisweb.co.uk/,,,2012
Al-Sweady Public Inquiry ,http://www.alsweadyinquiry.org/,,,2012
The Permanent Committee on Geographical Names for British Official Use,http://www.pcgn.org.uk/,,,2012
VPC,http://www.vmd.defra.gov.uk/vpc/,,,2012
VRC,http://www.vmd.defra.gov.uk/vrc/,,,2012
Land Registry (www version),http://www.landregistry.gov.uk/,,,2012
Ordnance Survey,http://www.ordnancesurvey.co.uk/oswebsite/,,,2012
Met Office,http://www.metoffice.gov.uk/,,,2012
Met Office Hadley Centre,http://www.metoffice.gov.uk/hadobs/,,,2012
Apprenticeship Vacancies,https://apprenticeshipvacancymatchingservice.lsc.gov.uk/navms/Forms/Candidate/VisitorLanding.aspx,,,2012
Life in the UK Test,http://lifeintheuktest.ukba.homeoffice.gov.uk/,,,2012
Milton Keynes Partnership,http://www.miltonkeynespartnership.info/,,,2012
Tech City UK,http://www.techcityuk.com/,,,2012
Careers and Job Opportunities at the ICO,http://www.ico.jobs/,,,2012
HMNAO Astronomical Data Portal,http://astro.ukho.gov.uk/,,,2012
Queen's Harbour Master,http://www.qhm.mod.uk/,,,2012
FSA Graduate Careers,http://www.fsagraduates.com/,,,2012
Office for National Statistics Ð Information Management Vacancies,http://www.onspeoplecount.co.uk/,,,2012
High Speed Rail: Investing in Britain's Future - Consultation,http://highspeedrail.dft.gov.uk/,,,2012
5 Days in August - An interim report on the 2011 English riots,http://www.5daysinaugust.co.uk/,,,2012
The Sports Grounds Safety Authority,http://www.safetyatsportsgrounds.org.uk/,,,2012
Ofgem Jobs,http://www.ofgemjobs.co.uk/,,,2012
Electronic Public Register,http://epr.ofgem.gov.uk/,,,2012
Renewable Heat Incentive,https://rhi.ofgem.gov.uk/,,,2012
Renewables & CHP,https://www.renewablesandchp.ofgem.gov.uk/,,,2012
Welcome to Ofgem SOR,http://www.sor.ofgem.gov.uk/,,,2012
National Infrastructure Planning,http://infrastructure.planningportal.gov.uk/,,,2012
GovernorLine,http://www.education.gov.uk/governorline/,,,2012
UK Export Finance,http://www.ukexportfinance.gov.uk/,,,2012
Defence Imagery,http://www.defenceimagery.mod.uk/fotoweb/,,,2012
The National Social Marketing Centre (The NSMC),http://www.thensmc.com/,,,2012
Manufacturing Advisory Service,http://www.mymas.org/,,,2012
Children and Family Court Advisory and Support Service (CAFCASS),http://www.cafcass.gov.uk/,,,2012
Children's Commissioner,http://www.childrenscommissioner.gov.uk/,,,2012
International Review of Curriculum and Assessment Frameworks (INCA),http://www.inca.org.uk/,,,2012
National College for Leadership of Schools and Children's Services,http://www.nationalcollege.org.uk/,,,2012
School Food Trust,http://www.schoolfoodtrust.org.uk/,,,2012
NHS Commissioning Board,http://www.commissioningboard.nhs.uk/,,,2012
