Organisation,URL,Parent_organisation,Exempt_from_GOVUK,Year
Start Up Loans Company website,https://www.startuploans.co.uk,"Department for Business, Energy & Industrial Strategy",Yes,2018
The Coal Authority,https://www2.groundstability.com/,"Department for Business, Energy & Industrial Strategy",No ,2018
The UK National Atmospheric Emissions Inventory (NAEI),http://naei.beis.gov.uk/,"Department for Business, Energy & Industrial Strategy",Yes,2018
UK European Consumer Centre (UK ECC),www.ukecc.net,"Department for Business, Energy & Industrial Strategy",Yes,2018
UK Radioactive Waste Inventory,http://ukinventory.nda.gov.uk,"Department for Business, Energy & Industrial Strategy",No ,2018
Boundary Commission for England,consultation.boundarycommissionforengland.independent.gov.uk/,Cabinet Office,Yes,2018
CCS Utilities,https://ccsutilities.energycloud.com/,Cabinet Office,No ,2018
Centre for Public appointments,publicappointments.cabinetoffice.gov.uk,Cabinet Office,No ,2018
Civil Service Commission,http://civilservicecommission.independent.gov.uk,Cabinet Office,Yes,2018
Civil Service Faststream,https://www.faststream.gov.uk/,Cabinet Office,Yes,2018
Commissioner for Public Appointments,http://publicappointmentscommissioner.independent.gov.uk,Cabinet Office,No ,2018
Crown Commercial Service Here to help,https://ccsheretohelp.uk/about-us/,Cabinet Office,No ,2018
Data,http://www.data.gov.uk,Cabinet Office,Yes,2018
European Memoranda,http://europeanmemoranda.cabinetoffice.gov.uk,Cabinet Office,Yes,2018
Great Resources (Great Britain Campaign),http://www.greatbritaincampaign.com,Cabinet Office,Yes,2018
Grenfell Tower Inquiry,https://www.grenfelltowerinquiry.org.uk/,Cabinet Office,No ,2018
House of Lords Appointments Commission,http://lordsappointments.independent.gov.uk,Cabinet Office,Yes,2018
Independent,http://www.independent.gov.uk,Cabinet Office,Yes,2018
Intelligence and Security Committee,http://isc.independent.gov.uk,Cabinet Office,Yes,2018
Lords Whips Office,http://www.lordswhips.org.uk,Cabinet Office,Yes,2018
Points of Light,https://www.pointsoflight.gov.uk/,Cabinet Office,Yes,2018
Privy Council Office,http://privycouncil.independent.gov.uk,Cabinet Office,Yes,2018
Social Investment Awards,https://socialinvestmentawards.org.uk,Cabinet Office,Yes,2018
The Smith Commission,http://www.smith-commission.scot,Cabinet Office,Yes,2018
Arts Council England,http://www.artscouncil.org.uk,"Department for Digital, Culture, Media & Sport",Yes,2018
Artsmark,http://www.artsmark.org.uk,"Department for Digital, Culture, Media & Sport",Yes,2018
British Film Institute,http://www.bfi.org.uk,"Department for Digital, Culture, Media & Sport",Yes,2018
DCMS blog,http://dcmsblog.uk,"Department for Digital, Culture, Media & Sport",No ,2018
Digital Business Academy,http://digitalbusinessacademyuk.com,"Department for Digital, Culture, Media & Sport",No ,2018
English Heritage,http://www.english-heritage.org.uk,"Department for Digital, Culture, Media & Sport",Yes,2018
Future Fifty,http://www.futurefifty.com/index.html,"Department for Digital, Culture, Media & Sport",No ,2018
Gambling Commission,http://www.gamblingcommission.gov.uk,"Department for Digital, Culture, Media & Sport",Yes,2018
Gigabit Voucher,https://gigabitvoucher.culture.gov.uk/about/,"Department for Digital, Culture, Media & Sport",No ,2018
National Heritage Memorial Fund,http://www.nhmf.org.uk,"Department for Digital, Culture, Media & Sport",Yes,2018
National Lottery Commission,http://www.natlotcomm.gov.uk,"Department for Digital, Culture, Media & Sport",Yes,2018
Ofcom,http://www.ofcom.org.uk,"Department for Digital, Culture, Media & Sport",Yes,2018
Sports Grounds Safety Authority,http://www.safetyatsportsgrounds.org.uk,"Department for Digital, Culture, Media & Sport",Yes,2018
Tech City UK,http://www.techcityuk.com/#!/home,"Department for Digital, Culture, Media & Sport",Yes,2018
The National Archives,http://www.nationalarchives.gov.uk,"Department for Digital, Culture, Media & Sport",Yes,2018
The Queen's Award for Voluntary Service,https://qavs.direct.gov.uk/,"Department for Digital, Culture, Media & Sport",No ,2018
The Theatres Trust,http://www.theatrestrust.org.uk,"Department for Digital, Culture, Media & Sport",Yes,2018
UK Anti-Doping,http://www.ukad.org.uk,"Department for Digital, Culture, Media & Sport",Yes,2018
UK Sport,http://www.uksport.gov.uk,"Department for Digital, Culture, Media & Sport",No ,2018
Visit Britain,http://www.visitbritain.com,"Department for Digital, Culture, Media & Sport",Yes,2018
Visit England,http://www.visitengland.com,"Department for Digital, Culture, Media & Sport",Yes,2018
Win Clean,http://www.wincleanuk.com,"Department for Digital, Culture, Media & Sport",No ,2018
Bikeability,https://bikeability.org.uk/,Department for Transport,Yes,2018
Go Ultra Low,https://www.goultralow.com/,Department for Transport,Yes,2018
Highways England,http://highwaysengland.co.uk/,Department for Transport,Yes,2018
National Propensity to Cycle Tool (PCT),https://www.pct.bike/,Department for Transport,Yes,2018
Network Rail,http://www.networkrail.co.uk,Department for Transport,Yes,2018
Office of Rail and Road,http://www.orr.gov.uk,Department for Transport,Yes,2018
Transport Focus,http://www.transportfocus.org.uk/,Department for Transport,Yes,2018
Safe Driving For Life,http://www.safedrivingforlife.info/,Department for Transport,No ,2018
Sharp Motorcycle Safety,https://sharp.dft.gov.uk,Department for Transport,Yes,2018
Think!,http://think.direct.gov.uk/,Department for Transport,Yes,2018
Vehicle and Operator Services Agency (VOSA),http://www.vosa.gov.uk/,Department for Transport,No ,2018
Vehicle Certification Agency,http://www.dft.gov.uk/vca,Department for Transport,Yes,2018
EPC Advisor,http://www.epcregister.com/epcadviser.html,"Ministry of Housing, Communities & Local Government",No ,2018
Help to Buy,http://helptobuy.gov.uk,"Ministry of Housing, Communities & Local Government",Yes,2018
Housing Ombudsman,http://www.housing-ombudsman.org.uk,"Ministry of Housing, Communities & Local Government",Yes,2018
Leasehold Advisory Service,http://www.lease-advice.org,"Ministry of Housing, Communities & Local Government",Yes,2018
Local Government Ombudsman,http://www.lgo.org.uk,"Ministry of Housing, Communities & Local Government",Yes,2018
Neighbourhood planning,http://www.neighbourhoodplanning.org,"Ministry of Housing, Communities & Local Government",Yes,2018
Own your home,http://ownyourhome.gov.uk,"Ministry of Housing, Communities & Local Government",Yes,2018
Right to Buy,http://righttobuy.gov.uk,"Ministry of Housing, Communities & Local Government",Yes,2018
Valuation Tribunal Service for England/Valuation Tribunal Service,http://www.valuationtribunal.gov.uk,"Ministry of Housing, Communities & Local Government",No ,2018
Great Britain and Northern Ireland,http://great.gov.uk,Department for International Trade,Yes,2018
Invest in great,https://invest.great.gov.uk/int/,Department for International Trade,No ,2018
Trade is great,https://trade.great.gov.uk/,Department for International Trade,No ,2018
Welcome to Great,https://greatforcollaboration.com/about-us/,Department for International Trade,No ,2018
AHVLA Scientific,http://ahvla.defra.gov.uk/apha-scientific/index.htm,"Department for Environment, Food & Rural Affairs",Yes,2018
Animal Health & Veterinary Laboratories Agency - Flulab,http://www.flu-lab-net.eu,"Department for Environment, Food & Rural Affairs",Yes,2018
Broads Authority,http://www.broads-authority.gov.uk,"Department for Environment, Food & Rural Affairs",Yes,2018
Covent Garden Market Authority,http://www.newcoventgardenmarket.com,"Department for Environment, Food & Rural Affairs",Yes,2018
Dartmoor National Park Authority,http://www.dartmoor-npa.gov.uk,"Department for Environment, Food & Rural Affairs",Yes,2018
Department for the Environment Food and Rural Affairs Consultation Hub,https://consult.defra.gov.uk/,"Department for Environment, Food & Rural Affairs",Yes,2018
Drinking Water Inspectorate,http://www.dwi.gov.uk,"Department for Environment, Food & Rural Affairs",Yes,2018
Exmoor National Park Authority,http://www.exmoor-nationalpark.gov.uk,"Department for Environment, Food & Rural Affairs",Yes,2018
Flood Forecasting Centre,http://www.ffc-environment-agency.metoffice.gov.uk,"Department for Environment, Food & Rural Affairs",Yes,2018
Forestry Commission,http://www.forestry.gov.uk,"Department for Environment, Food & Rural Affairs",Yes,2018
Geomatics Web Portal,http://www.geomatics-group.co.uk,"Department for Environment, Food & Rural Affairs",Yes,2018
GM Inspectorate,http://www.gm-inspectorate.gov.uk,"Department for Environment, Food & Rural Affairs",Yes,2018
Joint Nature Conservation Committee,http://jncc.defra.gov.uk,"Department for Environment, Food & Rural Affairs",Yes,2018
Lake District National Park Authority,http://www.lakedistrict.gov.uk,"Department for Environment, Food & Rural Affairs",Yes,2018
Local Air Quality Management (LAQM) Support,https://laqm.defra.gov.uk/,"Department for Environment, Food & Rural Affairs",No ,2018
Marine Case Management System,https://marinelicensing.marinemanagement.org.uk/mmofox5/fox/live/MMO_LOGIN/login,"Department for Environment, Food & Rural Affairs",No ,2018
National Collection of Plant Pathogenic Bacteria,http://www.ncppb.com,"Department for Environment, Food & Rural Affairs",Yes,2018
National Laboratory Service,http://www.natlabs.co.uk,"Department for Environment, Food & Rural Affairs",Yes,2018
New Forest National Park Authority,http://www.newforestnpa.gov.uk,"Department for Environment, Food & Rural Affairs",Yes,2018
North York Moors National Park,http://www.northyorkmoors.org.uk,"Department for Environment, Food & Rural Affairs",Yes,2018
Ofwat (Water Services Regulation Authority),http://www.ofwat.gov.uk,"Department for Environment, Food & Rural Affairs",Yes,2018
Open Water market,http://www.open-water.org.uk/,"Department for Environment, Food & Rural Affairs",Yes,2018
Royal Botanic Gardens Kew,http://www.kew.org,"Department for Environment, Food & Rural Affairs",Yes,2018
The NBN Atlas,https://nbnatlas.org/,"Department for Environment, Food & Rural Affairs",Yes,2018
TSE European Union Reference Laboratory,http://www.tse-lab-net.eu,"Department for Environment, Food & Rural Affairs",No ,2018
TSE-LAB-NET,http://forums.tse-lab-net.eu,"Department for Environment, Food & Rural Affairs",No ,2018
Consultation Hub,https://consult.education.gov.uk ,Department for Education,Yes,2018
Equality and Human Rights Commission,http://www.equalityhumanrights.com/,Department for Education,Yes,2018
Employer View,https://employerview.ofsted.gov.uk/,Department for Education,No ,2018
FE Connect,http://feconnect.sfa.bis.gov.uk,Department for Education,No ,2018
Get In. Go Far,https://www.getingofar.gov.uk,Department for Education,Yes,2018
Get Into Teaching,https://getintoteaching.education.gov.uk,Department for Education,Yes,2018
Hire an Apprentice,https://hireanapprentice.campaign.gov.uk,Department for Education,Yes,2018
Institute for Apprenticeships,https://www.instituteforapprenticeships.org/,Department for Education,Yes,2018
Investors In People,http://www.investorsinpeople.co.uk,Department for Education,Yes,2018
Key to success,https://www.keytosuccess.education.gov.uk/cgi-bin/schools/index,Department for Education,No ,2018
LocatED,http://www.located.co.uk,Department for Education,Yes,2018
National Careers Service,https://nationalcareersservice.direct.gov.uk/Pages/Home.aspx,Department for Education,Yes,2018
Office for Fair Access,http://www.offa.org.uk,Department for Education,Yes,2018
Office of the Children's Commissioner,http://www.childrenscommissioner.gov.uk,Department for Education,Yes,2018
School workforce benchmarking,https://department-for-education.shinyapps.io/schools-workforce-benchmarking/,Department for Education,Yes,2018
Social Work England,https://socialworkengland.org.uk/,Department for Education,Yes,2018
Student Loans Company,http://www.slc.co.uk,Department for Education,Yes,2018
Student Loan Repayment,http://www.studentloanrepayment.co.uk,Department for Education,Yes,2018
The Hub,https://hub.fasst.org.uk/Pages/default.aspx,Department for Education,No ,2018
The Office for Students (OfS),www.officeforstudents.org.uk,Department for Education,Yes,2018
Women’s Business Council,www.womensbusinesscouncil.co.uk,Department for Education,Yes,2018
Development Tracker,https://devtracker.dfid.gov.uk,Department for International Development,Yes,2018
Extractives Hub,https://extractiveshub.org/,Department for International Development,Yes,2018
Independent Commission for Aid Impact,http://icai.independent.gov.uk,Department for International Development,Yes,2018
Supporting Syria and the Region,https://www.supportingsyria2016.com,Department for International Development,Yes,2018
UK Aid Direct,https://ukaiddirect.org/,Department for International Development,Yes,2018
CAN Parent,http://www.canparent.org.uk/,Department of Health and Social Care,Yes,2018
Care Quality Commission,http://www.cqc.org.uk/,Department of Health and Social Care,Yes,2018
Department of Health Consultation Hub,https://consultations.dh.gov.uk/,Department of Health and Social Care,Yes,2018
e-BUG,http://www.e-bug.eu/,Department of Health and Social Care,No ,2018
Fleming Fund,http://www.flemingfund.org,Department of Health and Social Care,Yes,2018
Give Blood,http://blood.co.uk,Department of Health and Social Care,No ,2018
Gosport Independent Panel,https://gosportpanel.independent.gov.uk/,Department of Health and Social Care,Yes,2018
Healthcare Safety Investigation Branch,http://www.hsib.org.uk,Department of Health and Social Care,Yes,2018
Health Protection Agency Radiation Protection Services,https://www.phe-protectionservices.org.uk/,Department of Health and Social Care,Yes,2018
Healthwatch England,http://www.healthwatch.co.uk,Department of Health and Social Care,Yes,2018
Hospitals and Science,http://hospital.blood.co.uk/,Department of Health and Social Care,No ,2018
HPA Cultures,http://www.hpacultures.org.uk/,Department of Health and Social Care,Yes,2018
Human Fertilisation and Eymbryology Authority,http://www.hfea.gov.uk,Department of Health and Social Care,Yes,2018
Human Tissue Authority,http://www.hta.gov.uk,Department of Health and Social Care,Yes,2018
National Institute for Clincial Excellence,http://www.nice.org.uk/,Department of Health and Social Care,Yes,2018
NHS Litigation Authority,http://www.nhsla.com/Pages/Home.aspx,Department of Health and Social Care,Yes,2018
Paterson Inquiry,https://www.patersoninquiry.org.uk/,Department of Health and Social Care,Yes,2018
Save a life: Give platlets,http://platelets.blood.co.uk/,Department of Health and Social Care,No ,2018
Talk To Frank,http://www.talktofrank.com/,Department of Health and Social Care,Yes,2018
UK Radon,http://www.ukradon.org/,Department of Health and Social Care,Yes,2018
Child Maintenance Options,http://www.cmoptions.org,Department for Work and Pensions,Yes,2018
DWP Digital Careers,https://careers.dwp.gov.uk/,Department for Work and Pensions,Yes,2018
Health and Safety Executive,http://www.hse.gov.uk,Department for Work and Pensions,Yes,2018
Health and Safety Laboratory,http://www.hsl.gov.uk,Department for Work and Pensions,Yes,2018
National Employment Savings Trust Corporation,http://www.nestpensions.org.uk,Department for Work and Pensions,Yes,2018
Pension Protection Fund,http://www.pensionprotectionfund.org.uk,Department for Work and Pensions,Yes,2018
Pensions Ombudsman,http://www.pensions-ombudsman.org.uk/,Department for Work and Pensions,Yes,2018
Pensions Wise,http://www.pensionwise.gov.uk,Department for Work and Pensions,Yes,2018
The Pensions Advisory Service,http://www.pensionsadvisoryservice.org.uk,Department for Work and Pensions,Yes,2018
The Pensions Regulator,http://www.thepensionsregulator.gov.uk,Department for Work and Pensions,Yes,2018
Sorting out Separation,http://www.sortingoutseparation.org.uk/,Department for Work and Pensions,No ,2018
Understanding Universal Credit,https://www.understandinguniversalcredit.gov.uk/,Department for Work and Pensions,Yes,2018
Workplace Pension,http://www.workplacepensions.gov.uk/,Department for Work and Pensions,Yes,2018
Your State Pension,https://www.yourpension.gov.uk/,Department for Work and Pensions,Yes,2018
Careers in British Intelligence,https://www.careersinbritishintelligence.co.uk/,Foreign & Commonwealth Office,Yes,2018
GCHQ Careers,http://www.gchq-careers.co.uk/,Foreign & Commonwealth Office,Yes,2018
Global conversations,http://blogs.fco.gov.uk/,Foreign & Commonwealth Office,No ,2018
Government Communications Headquarters,http://www.gchq.gov.uk/Pages/homepage.aspx,Foreign & Commonwealth Office,Yes,2018
Marshall Aid Commemoration Commission,http://www.marshallscholarship.org/,Foreign & Commonwealth Office,Yes,2018
Secret Intelligence Service,http://www.sis.gov.uk/,Foreign & Commonwealth Office,Yes,2018
The National Cyber Security Centre,https://www.ncsc.gov.uk/,Foreign & Commonwealth Office,Yes,2018
Westminster Foundation for Democracy,http://www.wfd.org,Foreign & Commonwealth Office,Yes,2018
Wilton Park,http://www.wiltonpark.org.uk,Foreign & Commonwealth Office,Yes,2018
Centre for the Protection of National Infrastructure (CPNI),http://www.cpni.gov.uk/,Home Office,Yes,2018
Cyber Aware,cyberaware.gov.uk,Home Office,Yes,2018
Daniel Morgan Independent panel,https://www.danielmorganpanel.independent.gov.uk/,Home Office,Yes,2018
Disrespect nobody,www.disrespectnobody.co.uk,Home Office,Yes,2018
Educate Against Hate,http://educateagainsthate.com/,Home Office,No ,2018
Gangmasters Licensing Authority,http://www.gla.gov.uk,Home Office,Yes,2018
HMGCC - Her Majesty's Government Communications Centre,http://www.hmgcc.gov.uk/,Home Office,Yes,2018
Hillsborough Independent Panel,http://hillsborough.independent.gov.uk,Home Office,Yes,2018
Identity and Passport Service,http://gro.gov.uk,Home Office,No ,2018
Independent Inquiry into Child Sexual Abuse,https://www.iicsa.org.uk/,Home Office,Yes,2018
Independent Office for Police Conduct,www.policeconduct.gov.uk,Home Office,Yes,2018
Independent Reviewer of Terrorism Legislation,https://terrorismlegislationreviewer.independent.gov.uk/,Home Office,Yes,2018
Investigatory Powers Commissioner's Office,https://www.ipco.org.uk/,Home Office,No ,2018
Investigatory Powers Tribunal,http://www.ipt-uk.com/,Home Office,Yes,2018
Knifefree,https://www.knifefree.co.uk/,Home Office,Yes,2018
MI5 (home office),http://www.mi5.gov.uk/,Home Office,Yes,2018
National Crime Agency,http://www.nationalcrimeagency.gov.uk/,Home Office,Yes,2018
Office of the Independent Anti-Slavery Commissioner,http://www.antislaverycommissioner.co.uk/,Home Office,Yes,2018
Security Industry Authority,http://www.sia.homeoffice.gov.uk/Pages/home.aspx,Home Office,Yes,2018
Think U Know,http://www.thinkuknow.co.uk,Home Office,Yes,2018
Undercover Policing Inquiry,https://www.ucpi.org.uk/,Home Office,No ,2018
Childcare choices,https://www.childcarechoices.gov.uk/,HM Revenue & Customs,Yes,2018
HMRC Commercial Specialist Roles,https://www.aspenpeople.co.uk/HMRC/,HM Revenue & Customs,No ,2018
HMRC Fraud Investigation jobs,https://www.fraudinvestigationjobs.co.uk/,HM Revenue & Customs,No ,2018
HMRC small business forum,https://online.hmrc.gov.uk/webchatprod/community/forums/list.page,HM Revenue & Customs,No ,2018
Resourcing microsites,http://resourcingmicrosites.co.uk/tmp/hmrc/terms.php,HM Revenue & Customs,No ,2018
The Adjudicator’s Office,http://www.adjudicators.gov.uk,HM Revenue & Customs,Yes,2018
Crown Estate,http://www.thecrownestate.co.uk/,HM Treasury,Yes,2018
Financial Conduct Authority,http://www.fca.org.uk/,HM Treasury,No ,2018
Financial Services Authority,http://www.fsa.gov.uk,HM Treasury,No ,2018
Financial Services Compensation Scheme,http://www.fscs.org.uk/,HM Treasury,Yes,2018
HM Treasury Careers,http://www.hmtreasurycareers.co.uk/,HM Treasury,Yes,2018
National Infrastructure Commission,https://www.nic.org.uk/,HM Treasury,Yes,2018
NS&I,http://www.nsandi.com/,HM Treasury,Yes,2018
Office of Tax Simplification blog,http://www.taxsimplificationblog.wordpress.com,HM Treasury,No ,2018
The Royal Mint,http://www.royalmint.com,HM Treasury,Yes,2018
UK Asset Resolution,http://www.ukar.co.uk,HM Treasury,No ,2018
UK Government Investments,https://www.ukgi.org.uk/,HM Treasury,Yes,2018
Admiralty,http://www.admiralty.co.uk/,Ministry of Defence,Yes,2018
Acquisition Safety and Environmental Management System (ASEMS),https://www.asems.mod.uk/,Ministry of Defence,No ,2018
Armed Forces Covenant,https://www.armedforcescovenant.gov.uk/,Ministry of Defence,Yes,2018
Armed Forces Day,http://www.armedforcesday.org.uk/,Ministry of Defence,Yes,2018
Army,http://www.army.mod.uk/,Ministry of Defence,Yes,2018
British Forces Germany,http://www.bfgnet.de,Ministry of Defence,Yes,2018
Defence Academy,http://www.da.mod.uk,Ministry of Defence,Yes,2018
Defence Consultations,defenceconsultations.org.uk/,Ministry of Defence,Yes,2018
Defence Contracts Online,http://www.contracts.mod.uk,Ministry of Defence,No ,2018
Defence Equipment & Support Careers Portal,http://desjobs.mod.uk,Ministry of Defence,Yes,2018
"Defence, Press and Broadcasting Advisory Committee",http://www.dnotice.org.uk,Ministry of Defence,Yes,2018
HMNAO Astronomical Data Portal,http://astro.ukho.gov.uk/,Ministry of Defence,Yes,2018
Iraq Fatality Investigations,http://www.iraq-judicial-investigations.org/,Ministry of Defence,No ,2018
Royal Navy,http://www.royalnavy.mod.uk/,Ministry of Defence,Yes,2018
Service Complaints Commissioner (SCC),http://armedforcescomplaints.independent.gov.uk,Ministry of Defence,Yes,2018
Royal Air Force,http://www.raf.mod.uk/,Ministry of Defence,Yes,2018
Service Prosecuting Authority,http://spa.independent.gov.uk,Ministry of Defence,Yes,2018
UK Hydrographic Office,http://www.ukho.gov.uk,Ministry of Defence,Yes,2018
Children & Family Court Advisory and Support Service,http://www.cafcass.gov.uk,Ministry of Justice,Yes,2018
Criminal Cases Review Commission,https://ccrc.gov.uk/,Ministry of Justice,Yes,2018
DESIGN102,http://design102.co.uk/,Ministry of Justice,Yes,2018
Get help with child arrangements,https://helpwithchildarrangements.service.justice.gov.uk/,Ministry of Justice,No ,2018
Hillsborough Inquests,http://hillsboroughinquests.independent.gov.uk/,Ministry of Justice,Yes,2018
HM Prison and Probation jobs,https://www.prisonandprobationjobs.gov.uk/,Ministry of Justice,Yes,2018
Independent Advisory Panel on Deaths in Custody,http://iapdeathsincustody.independent.gov.uk/,Ministry of Justice,Yes,2018
"Independent Monitoring Boards of Prisons, Immigration, Removal Centres and Short Term Holding Rooms",http://www.imb.org.uk/,Ministry of Justice,Yes,2018
Judicial Appointments Commission,https://www.judicialappointments.gov.uk/,Ministry of Justice,Yes,2018
Judicial Conduct Investigations Office,https://judicialconduct.judiciary.gov.uk/,Ministry of Justice,Yes,2018
Judicial Conduct Investigations Office,https://www.complaints.judicialconduct.gov.uk/ ,Ministry of Justice,Yes,2018
Judiciary,http://www.judiciary.uk,Ministry of Justice,Yes,2018
Legal Services Board,http://www.legalservicesboard.org.uk/,Ministry of Justice,Yes,2018
Legal Services Consumer Panel,http://www.legalservicesconsumerpanel.org.uk,Ministry of Justice,Yes,2018
Legislation,http://www.legislation.gov.uk,Ministry of Justice,Yes,2018
London Bridge Inquests,https://londonbridgeinquests.independent.gov.uk/,Ministry of Justice,Yes,2018
Ministry of Justice,www.justice.gov.uk,Ministry of Justice,No ,2018
Ministry of Justice Consultation Hub,https://consult.justice.gov.uk/,Ministry of Justice,Yes,2018
Open Justice,http://open.justice.gov.uk,Ministry of Justice,Yes,2018
Prisons data,data.justice.gov.uk,Ministry of Justice,No ,2018
Prisons and Probation Ombudsman,http://www.ppo.gov.uk,Ministry of Justice,Yes,2018
Sentencing Council for England and Wales,http://www.sentencingcouncil.org.uk/,Ministry of Justice,Yes,2018
Standing International Forum of Commercial Courts,https://www.sifocc.org/,Ministry of Justice,Yes,2018
The Law Commission,http://www.lawcom.gov.uk/,Ministry of Justice,Yes,2018
The Legal Ombudsman,http://www.legalombudsman.org.uk/,Ministry of Justice,Yes,2018
The Office for Budget Responsibility,http://budgetresponsibility.org.uk/,Ministry of Justice,Yes,2018
Tunisia inquests,tunisiainquests.independent.gov.uk,Ministry of Justice,Yes,2018
Victim's Commissioner,http://victimscommissioner.org.uk/,Ministry of Justice,Yes,2018
Victims' Information Service,https://www.victimsinformationservice.org.uk/,Ministry of Justice,Yes,2018
Westminster Bridge Inquests,Westminsterbridgeinquests.independent.gov.uk,Ministry of Justice,Yes,2018
You Be The Judge,http://www.ybtj.justice.gov.uk,Ministry of Justice,No ,2018
Advisory Committee on Animal Feeding stuffs,http://acaf.food.gov.uk,Food Standards Agency,Yes,2018
Advisory Committee for Social Science,https://acss.food.gov.uk/,Food Standards Agency,Yes,2018
Advisory Committee on Novel Foods and Processes,http://acnfp.food.gov.uk/,Food Standards Agency,Yes,2018
Advisory Committee on the Microbiological Safety of Food,http://acmsf.food.gov.uk/,Food Standards Agency,Yes,2018
"Committee on Toxicity of Chemicals in Food, Consumer Products and the Environment",http://cot.food.gov.uk/,Food Standards Agency,Yes,2018
Food Standards Agency,http://www.food.gov.uk/,Food Standards Agency,Yes,2018
Health and Care Professions Council,http://www.hpc-uk.org/,Other,No ,2018
Judicial Committee of the Privy Council,http://jcpc.uk,Other,Yes,2018
National Audit Office (NAO),https://www.nao.org.uk,Other,Yes,2018
Nomis - Official Labour Market Statistics,http://www.nomisweb.co.uk/,Other,Yes,2018
Office for National Statistics,http://www.ons.gov.uk,Other,Yes,2018
ONS Digital,https://digitalblog.ons.gov.uk/,Other,Yes,2018
Prince of Wales,http://www.princeofwales.gov.uk,Other,Yes,2018
Royal,http://www.royal.gov.uk,Other,Yes,2018
Science Council,https://science-council.food.gov.uk/,Food Standards Agency,No ,2018
The Supreme Court,http://www.supremecourt.uk,Other,Yes,2018
UK Statistics Authority,http://www.statisticsauthority.gov.uk,Other,Yes,2018
Boundary Commission for Northern Ireland,http://www.boundarycommission.org.uk/,Northern Ireland Office,Yes,2018
Boundary Commission for Scotland,http://www.bcomm-scotland.independent.gov.uk/,Scotland Office,Yes,2018
Northern Ireland Human Rights Commission,http://www.nihrc.org/,Northern Ireland Office,Yes,2018
Parades Commission for Northern Ireland,http://www.paradescommission.org/,Northern Ireland Office,Yes,2018
Scottish Boundary Commissions,http://www.scottishboundaries.gov.uk,Scotland Office,Yes,2018
