Organisation,URL,Parent_organisation,Exempt_from_GOVUK,Year
The Advisory Council on National Records and Archives,www.nationalarchives.gov.uk/advisorycouncil/tor.htm,MOJ,,2014
The Legal Ombudsman,www.legalombudsman.org.uk/,MOJ,,2014
The National Archives,www.nationalarchives.gov.uk,MOJ,,2014
You Be The Judge,ybtj.justice.gov.uk/,MOJ,,2014
Advisory Committee on Animal Feeding stuffs,http://acaf.food.gov.uk,FSA,,2014
Intelligence and Security Committee,isc.independent.gov.uk/,Other,,2014
Intelligence Services Commissioner,www.intelligencecommissioners.com/,TBC,,2014
MI5 (home office),https://www.mi5.gov.uk/,HO,,2014
Nomis - Official Labour Market Statistics,https://www.nomisweb.co.uk/,Other,,2014
Office for National Statistics,www.ons.gov.uk,Other,,2014
Office for National Statistics,http://www.neighbourhood.statistics.gov.uk/dissemination/,Other,,2014
Prince of Wales,www.princeofwales.gov.uk,Other,,2014
Royal,www.royal.gov.uk,Other,,2014
The Charity Commission,www.charitycommission.gov.uk,Other,,2014
The Charity Commission,www.charitysorp.org/,Other,,2014
UK Statistics,www.statistics.gov.uk,Other,,2014
UK Statistics Authority,www.statisticsauthority.gov.uk,Other,,2014
The Electoral Commission,electoralcommission.gov.uk,Independent,,2014
The Electoral Commission,electoral-commission.gov.uk,Independent,,2014
The English Institute of Sport,http://www.eis2win.co.uk/pages/default.aspx,DCMS,,2014
Boundary Commission for Scotland,www.bcomm-scotland.independent.gov.uk/,SO,,2014
Boundary Commission for Northern Ireland,www.boundarycommission.org.uk/,NIO,,2014
Natural Resources Wales,naturalresourceswales.gov.uk,WO,,2014
Northern Ireland Human Rights Commission,www.nihrc.org/,NIO,,2014
Parades Commission for Northern Ireland,www.paradescommission.org/,NIO,,2014
Companies House Wales,tyrcwmniau.gov.uk,WO,,2014
Accounts Commission,accounts-commission.gov.uk,SG,,2014
The Agri-Food and Biosciences Institute,afbini.gov.uk,NIO,,2014
Crown Office and Procurator Fiscal Service,procuratorfiscal.gov.uk,SG,,2014
Crown Office and Procurator Fiscal Service,crownoffice.gov.uk,SG,,2014
Crown Office and Procurator Fiscal Service,copfs.gov.uk,SG,,2014
Social Work Inspection Agency,swia.gov.uk,SG,,2014
HM Land Registry,cofrestrfatir.gov.uk,WO,,2014
The Office of Queen's and Lord Treasurer's Remembrancer,qltr.gov.uk,SG,,2014
The Office of Queen's and Lord Treasurer's Remembrancer,kltr.gov.uk,SG,,2014
Office of the public guardian- Scotland,publicguardian-scotland.gov.uk,SG,,2014
Student Awards Agency for Scotland,saas.gov.uk,SG,,2014
