"","Unnamed: 0","organisation","service","historical_service_equiv","historical_service_equiv_jb","web_archive_value","other_website_value","final_transactions_value","final_transactions_value_source","note","unique_clicks_2022","govuk_start_page_url","topic","priority","retired","verb","service_type","service_category","excluded","exclusion_comment","send_physical_letters","receive_physical_letters","manual_document_checking","identity_check","unique_clicks_2021","requesting_information","unique_clicks_final","predicted_transactions","transaction_value","RTI","task_count","RTI_perc","rubric_score_manual","org_n","org_name"
"1",318,"NHS Digital","report a covid-19 test result",NA,"x","x",NA,NA,"no value",NA,101483774,"https://test-for-coronavirus.service.gov.uk/report-result","Coronavirus",0,FALSE,"Report","Providing information","Special sign-in required",TRUE,"I cant fully access the service as I need the details of a rapid antigen test (the test strip number) - even after providing, I don't believe this service would qualify - it appears to be a reporting mechanism more than a service",NA,NA,NA,NA,101483774,0,101483774,12722612.3027656,12722612.3027656,NA,NA,NA,NA,4,"Other"
"2",130,"Driver and Vehicle Standards Agency","check mot history",NA,"x","x",NA,NA,"no value","on the gov webpage it says it is a new service",43647011,"https://www.check-mot.service.gov.uk/","Driving and transport",0,FALSE,"Check","Requesting information","Fully-automated",TRUE,NA,NA,NA,NA,NA,43647011,1,43647011,25977778.9201266,25977778.9201266,NA,NA,NA,NA,16,"Driver and Vehicle Standards Agency"
"3",311,"NHS Digital","get a coronavirus test",NA,"x","x",NA,NA,"no value",NA,28197611,"https://self-referral.test-for-coronavirus.service.gov.uk/antigen","Coronavirus",0,FALSE,"Get","Requesting information","Currently unavailable",TRUE,"This service is no longer operational",NA,NA,NA,NA,28197611,1,28197611,3454.35801444157,3454.35801444157,NA,NA,NA,NA,4,"Other"
"4",308,"Home Office","fill in your passenger locator form",NA,"x","x",NA,NA,"no value",NA,22211549,"https://www.gov.uk/provide-journey-contact-details-before-travel-uk","Coronavirus",0,TRUE,"Fill","Requesting information","Currently unavailable",TRUE,NA,NA,NA,NA,NA,0,1,22211549,3000.46490498681,3000.46490498681,NA,NA,NA,NA,25,"Home Office"
"5",148,"Driver and Vehicle Licensing Agency","private sale of a vehicle",NA,"x","x",NA,NA,"no value","this is kind of all the steps needed to sell a vehicle",9117063,"https://www.buysellvehicle.service.gov.uk/sell-private/vehicle-lookup","Driving and transport",0,FALSE,"Access","Providing information","Fully-automated",TRUE,NA,NA,NA,NA,NA,9117063,0,9117063,4388017.2967489,4388017.2967489,NA,NA,NA,NA,16,"Driver and Vehicle Licensing Agency"
"6",291,"Home Office","view or prove your immigration status",NA,"x","x",NA,NA,"no value",NA,7664212,"https://view-immigration-status.service.gov.uk/status","Visas and immigration",0,FALSE,"View","Providing information","Information-based",TRUE,"This is an information-based service, and I cannot access the full service to determine whether aspects of it might qualify as transactional",NA,NA,NA,NA,7664212,0,7664212,1048915.21346949,1048915.21346949,NA,NA,NA,NA,25,"Home Office"
"7",309,"Department of Health and Social Care","find a coronavirus (covid-19) travel test provider",NA,"x","x",NA,NA,"no value",NA,6565740,"https://www.gov.uk/find-travel-test-provider","Coronavirus",0,TRUE,"Find","Requesting information","Currently unavailable",TRUE,NA,NA,NA,NA,NA,0,1,6565740,1461.25293466536,1461.25293466536,NA,NA,NA,NA,5,"Other"
"8",230,"Department for Levelling Up, Housing & Communities","find an energy certificate",NA,"x","x",NA,NA,"no value","not present",5954359,"https://find-energy-certificate.service.gov.uk/find-a-certificate/type-of-property","Housing and local services",0,FALSE,"Find","Requesting information","Fully-automated",TRUE,"This is an information-based service which provides access to a register of info based on the postcode the user inputs",NA,NA,NA,NA,5954359,1,5954359,6216828.77543429,6216828.77543429,NA,NA,NA,NA,9,"Other"
"9",286,"Home Office","prove your right to work",NA,"x","x",NA,NA,"no value",NA,3387429,"https://right-to-work.service.gov.uk/prove","Visas and immigration",0,FALSE,"Prove","Providing information","Fully-automated",TRUE,"I cannot access the full service because I need to input visa/passport/biometric data - it appears as though this service is mostly (if not entirely) automated though.",NA,NA,NA,NA,3387429,0,3387429,702853.079370136,702853.079370136,NA,NA,NA,NA,25,"Home Office"
"10",346,"Department for Environment, Food & Rural Affairs","drive in a clean air zone",NA,"x","x",NA,NA,"no value","not present",2832843,"https://multiple-vehiclecheck.drive-clean-air-zone.service.gov.uk/what_would_you_like_to_do","Driving and transport",1,FALSE,"Drive","Registering","Transactional service",FALSE,NA,NA,NA,NA,NA,2832843,0,2832843,3238314.61010204,3238314.61010204,1,2,100,NA,17,"Department for Environment, Food & Rural Affairs"
"11",372,"HM Revenue and Customs","pay your self assessment tax bill",NA,"x","x",NA,NA,"no value",NA,2700716,"https://www.tax.service.gov.uk/pay/self-assessment/choose-a-way-to-pay","Money and tax",1,FALSE,"Pay","Making a payment","Transactional service",FALSE,NA,NA,NA,NA,NA,2700716,0,2700716,525324.091577014,525324.091577014,0.818181818181818,11,90.9090909090909,NA,30,"HM Revenue and Customs"
"12",290,"Home Office","view a job applicant's right to work",NA,"x","x",NA,NA,"no value",NA,2496953,"https://right-to-work.service.gov.uk/view","Visas and immigration",0,FALSE,"View","Requesting information","Information-based",TRUE,"This is an information-based service.",NA,NA,NA,NA,2496953,1,2496953,1270740.55175778,1270740.55175778,NA,NA,NA,NA,25,"Home Office"
"13",141,"Driver and Vehicle Standards Agency","mot testing service",NA,"x","x",NA,NA,"no value",NA,2373627,"https://www.mot-testing.service.gov.uk","Driving and transport",0,FALSE,"Access","Requesting information","Transactional service",FALSE,NA,NA,NA,NA,NA,0,1,2373627,6852043.06173075,6852043.06173075,1,5,100,NA,16,"Driver and Vehicle Standards Agency"
"14",256,"HM Revenue and Customs","look up commodity codes, import duties, taxes and controls (uk integrated online tariff)",NA,"x","x",NA,NA,"no value",NA,1710581,"https://www.trade-tariff.service.gov.uk/trade-tariff/sections","Money and tax",0,FALSE,"Look","Requesting information","Fully-automated",TRUE,"This is an information-based service that provides access to information based on what the user inputs (users can look up tariffs for commodities)",NA,NA,NA,NA,1710581,1,1710581,640415.501983558,640415.501983558,NA,NA,NA,NA,30,"HM Revenue and Customs"
"15",74,"Department for Work and Pensions","calculate your child maintenance","Child maintenance transactions","x","x",NA,NA,"no value","Not present in the web data. Child maintenance transactions are represented in the spreadsheet but not quite the same thing",1678413,"https://child-maintenance.dwp.gov.uk/calculate/","Childcare and parenting",0,FALSE,"Calculate","Requesting benefit payments or loans","Fully-automated",TRUE,NA,NA,NA,NA,NA,1678413,0,1678413,158267.252166652,158267.252166652,NA,NA,NA,NA,27,"Department for Work and Pensions"
"16",35,"Companies House","file a confirmation statement",NA,"x","x",NA,NA,"no value","not present",1476035,"https://www.gov.uk/file-your-confirmation-statement-with-companies-house","Business and self-employed",0,FALSE,"File","Amending/deleting information","Transactional service",FALSE,NA,"Yes","No","Yes","Yes",0,0,1476035,254800.583177807,254800.583177807,1,6,100,NA,7,"Other"
"17",366,"UK Visas and Immigration","apply to the eu settlement scheme",NA,"x","x",NA,NA,"no value","A new brexit thing",1269369,"https://apply-to-visit-or-stay-in-the-uk.homeoffice.gov.uk/euss","Visas and immigration",1,FALSE,"Apply","Requesting a licence or consent","Transactional service",FALSE,NA,NA,NA,NA,NA,1269369,0,1269369,579347.788438223,579347.788438223,0.75,8,87.5,NA,6,"Other"
"18",371,"HM Revenue and Customs","check your income tax",NA,"x","x",NA,NA,"no value",NA,1103739,"https://www.gov.uk/check-income-tax-current-year","Money and tax",1,FALSE,"Check","Requesting information","Transactional service",FALSE,NA,NA,NA,NA,NA,0,1,1103739,727544.292929196,727544.292929196,0.833333333333333,12,91.6666666666667,NA,30,"HM Revenue and Customs"
"19",254,"HM Revenue and Customs","get help with savings if you’re on a low income (help to save)",NA,"x","x",NA,NA,"no value",NA,1054826,"https://www.tax.service.gov.uk/help-to-save/access-account","Money and tax",0,FALSE,"Get","Requesting information","Transactional service",FALSE,NA,"No","No","No","No",1054826,1,1054826,708334.343291652,708334.343291652,0.6,5,80,NA,30,"HM Revenue and Customs"
"20",25,"HM Revenue and Customs","check a uk vat number",NA,"x","x",NA,NA,"no value",NA,1019495,"https://www.tax.service.gov.uk/check-vat-number/enter-vat-details","Business and self-employed",0,FALSE,"Check","Requesting information","Information-based",TRUE,"Just seems to be a simple lookup between the user entry and a database",NA,NA,NA,NA,1019495,1,1019495,301293.074845927,301293.074845927,NA,NA,NA,NA,30,"HM Revenue and Customs"
"21",41,"HM Revenue and Customs","get a goods movement reference",NA,"x","x",NA,NA,"no value",NA,1019041,"https://www.tax.service.gov.uk/goods-movement-system/dashboard","Business and self-employed",0,FALSE,"Get","Requesting a licence or consent","Transactional service",FALSE,NA,"Unclear","Unclear","Unclear","Yes",1019041,0,1019041,204744.408857843,204744.408857843,0.6,5,80,NA,30,"HM Revenue and Customs"
"22",142,"Driver and Vehicle Licensing Agency","order dvla forms",NA,"x","x",NA,NA,"no value",NA,931824,"https://contact.dvla.gov.uk/order-dvla-forms","Driving and transport",0,FALSE,"Order","Requesting information","Fully-automated",TRUE,NA,NA,NA,NA,NA,0,1,931824,2681457.08244501,2681457.08244501,NA,NA,NA,NA,16,"Driver and Vehicle Licensing Agency"
"23",139,"Driver and Vehicle Standards Agency","get or manage mot reminders",NA,"x","x",NA,NA,"no value",NA,908702,"https://www.gov.uk/mot-reminder","Driving and transport",0,FALSE,"Get","Requesting information","Transactional service",FALSE,NA,NA,NA,NA,NA,0,1,908702,3887356.5288709,3887356.5288709,1,4,100,NA,16,"Driver and Vehicle Standards Agency"
"24",299,"Department for Work and Pensions","find pension contact details",NA,"x","x",NA,NA,"no value",NA,784779,"https://www.findpensioncontacts.service.gov.uk/","Working, jobs and pensions",0,FALSE,"Find","Requesting information","Information-based",TRUE,"As far as I can see, this is an information-based service allowing those receiving a pension to find details about that pension; I cannot access it fully",NA,NA,NA,NA,784779,1,784779,1191229.50646783,1191229.50646783,NA,NA,NA,NA,27,"Department for Work and Pensions"
"25",292,"Department for Work and Pensions","apply for a national insurance number",NA,"x","x",NA,NA,"no value","not present",700674,"https://www.apply-national-insurance-number.service.gov.uk/apply/welcome","Working, jobs and pensions",0,FALSE,"Apply","Requesting a licence or consent","Transactional service",FALSE,NA,NA,NA,NA,NA,0,0,700674,757302.483778845,757302.483778845,1,4,100,NA,27,"Department for Work and Pensions"
"26",284,"Home Office","check someone’s immigration status",NA,"x","x",NA,NA,"no value",NA,688969,"https://www.gov.uk/check-immigration-status","Visas and immigration",0,FALSE,"Check","Requesting information","Fully-automated",TRUE,"This is an information-based service which provides access to information dependent upon the responses the individual provides",NA,NA,NA,NA,0,1,688969,644747.940364328,644747.940364328,NA,NA,NA,NA,25,"Home Office"
"27",357,"Environment Agency","check your long term flood risk",NA,"x","x",NA,NA,"no value",NA,616708,"https://check-long-term-flood-risk.service.gov.uk/postcode","Environment and countryside",1,FALSE,"Check","Requesting information","Fully-automated",TRUE,NA,NA,NA,NA,NA,616708,1,616708,215163.178095742,215163.178095742,NA,NA,NA,NA,18,"Environment Agency"
"28",249,"HM Revenue and Customs","claim tax relief for expenses of employment",NA,"x","x",NA,NA,"no value",NA,584286,"https://www.tax.service.gov.uk/digital-forms/form/tax-relief-for-expenses-of-employment/draft/guide","Money and tax",0,FALSE,"Claim","Requesting benefit payments or loans","Transactional service",FALSE,NA,"Unclear","Yes","Yes","Yes",584286,0,584286,212783.984689823,212783.984689823,0.333333333333333,6,66.6666666666667,NA,30,"HM Revenue and Customs"
"29",90,"Home Office","prove your right to rent",NA,"x","x",NA,NA,"no value",NA,551396,"https://right-to-rent.service.gov.uk/prove","Citizenship and living in the UK",0,FALSE,"Prove","Requesting a licence or consent","Fully-automated",TRUE,NA,NA,NA,NA,NA,551396,0,551396,134773.546679234,134773.546679234,NA,NA,NA,NA,25,"Home Office"
"30",62,"The Charity Commission","search the charity register",NA,"x","x",NA,NA,"no value",NA,550011,"https://register-of-charities.charitycommission.gov.uk/charity-search","Business and self-employed",0,FALSE,"Search","Requesting information","Fully-automated",TRUE,NA,NA,NA,NA,NA,550011,1,550011,227105.113890258,227105.113890258,NA,NA,NA,NA,3,"Other"
"31",302,"Student Loans Company","update your employment details",NA,"x","x",NA,NA,"no value",NA,540419,"https://www.update-student-loan-employment-details.service.gov.uk/open/captureresidency","Working, jobs and pensions",0,FALSE,"Update","Requesting information","Transactional service",FALSE,NA,NA,NA,NA,NA,540419,1,540419,1525923.62215446,1525923.62215446,1,5,100,NA,3,"Other"
"32",129,"Driver and Vehicle Licensing Agency","check if your vehicle can run on e10 petrol",NA,"x","x",NA,NA,"no value",NA,528352,"http://check-vehicle-compatibility-e10-petrol.service.gov.uk/","Driving and transport",0,FALSE,"Check","Requesting information","Fully-automated",TRUE,NA,NA,NA,NA,NA,528352,1,528352,1918250.40304887,1918250.40304887,NA,NA,NA,NA,16,"Driver and Vehicle Licensing Agency"
"33",57,"Companies House","register your company",NA,"x","x",NA,NA,"no value","present on list but no data, under HMRC",527319,"https://www.tax.service.gov.uk/register-your-company/setting-up-new-limited-company","Business and self-employed",0,FALSE,"Register","Registering","Transactional service",FALSE,NA,NA,NA,NA,NA,527319,0,527319,138773.175297256,138773.175297256,1,7,100,NA,7,"Other"
"34",2,"HM Revenue and Customs","apply for tax-free childcare",NA,"x","x",NA,NA,"no value","HMRC put no data on the website and only three transactions in the spreadsheet",440167,"https://www.gov.uk/apply-for-tax-free-childcare","Benefits",0,FALSE,"Apply","Requesting benefit payments or loans","Transactional service",FALSE,NA,NA,NA,NA,NA,0,0,440167,416870.377072521,416870.377072521,0.333333333333333,6,66.6666666666667,NA,30,"HM Revenue and Customs"
"35",6,"Department for Work and Pensions","send your fit note for your esa claim",NA,"x","x",NA,NA,"no value","part of employment and support allowance, but didn't exist previously",431284,"https://send-fit-note.service.gov.uk/","Benefits",0,FALSE,"Send","Providing information","Transactional service",FALSE,NA,NA,NA,NA,NA,0,0,431284,411883.222791767,411883.222791767,1,7,100,NA,27,"Department for Work and Pensions"
"36",15,"Department for Work and Pensions","tell us once",NA,"x","x",NA,NA,"no value","not present",414018,"https://tell-us-someone-died.dwp.gov.uk/death/enrich/recover","Births, deaths, marriages and care",0,FALSE,"Tell","Providing information","Transactional service",FALSE,NA,NA,NA,NA,NA,414018,0,414018,36726.2917383733,36726.2917383733,1,2,100,NA,27,"Department for Work and Pensions"
"37",350,"Department for Education","find and compare schools in england",NA,"x","x",NA,NA,"no value","not present",402173,"https://www.compare-school-performance.service.gov.uk/","Education, training and skills",1,FALSE,"Find","Requesting information","Fully-automated",TRUE,NA,NA,NA,NA,NA,402173,1,402173,560319.851569081,560319.851569081,NA,NA,NA,NA,30,"Department for Education"
"38",289,"Home Office","use the employer checking service",NA,"x","x",NA,NA,"no value",NA,398533,"https://www.immigrationstatuscheck.service.gov.uk/employers/","Visas and immigration",0,FALSE,"Use","Providing information","Fully-automated",TRUE,"This is an information-based service which asks a set of questions which then direct you to whether you can make a request or not; there are many different variations of responses which determine many different streams of potential responses so I am unable to tell if there might be an aspect of the service which could qualify as transactional",NA,NA,NA,NA,398533,0,398533,198701.313951528,198701.313951528,NA,NA,NA,NA,25,"Home Office"
"39",93,"Home Office","view a tenant's right to rent in england",NA,"x","x",NA,NA,"no value",NA,368490,"https://right-to-rent.service.gov.uk/view","Citizenship and living in the UK",0,FALSE,"View","Requesting information","Fully-automated",TRUE,NA,NA,NA,NA,NA,368490,1,368490,249527.282322383,249527.282322383,NA,NA,NA,NA,25,"Home Office"
"40",37,"HM Revenue and Customs","file your accounts and company tax return",NA,"x","x",NA,NA,"no value","No obviously available online statistics on how many returnes are filed, just on receipts",360298,"https://www.tax.service.gov.uk/gg/sign-in?continue=/cato/&origin=CATO-frontend","Business and self-employed",0,FALSE,"File","Providing information","Transactional service",FALSE,NA,"Yes","Unclear","Yes","Yes",360298,0,360298,110829.853237741,110829.853237741,1,8,100,NA,30,"HM Revenue and Customs"
"41",64,"HM Revenue and Customs","sign in to the construction industry scheme (cis) online service",NA,"x","x",NA,NA,"no value",NA,351337,"https://www.tax.service.gov.uk/gg/sign-in?continue=/construction-ind-scheme/&origin=CIS-frontend","Business and self-employed",0,FALSE,"Sign","Amending/deleting information","Fully-automated",TRUE,NA,NA,NA,NA,NA,351337,0,351337,74211.9983365334,74211.9983365334,NA,NA,NA,NA,30,"HM Revenue and Customs"
"42",24,"Companies House","apply to strike off and dissolve a company",NA,"x","x",NA,NA,"no value","not present",327256,"https://find-and-update.company-information.service.gov.uk/close-a-company/","Business and self-employed",0,FALSE,"Apply","Amending/deleting information","Transactional service",FALSE,NA,"No","No","Unclear","Yes",327256,0,327256,104711.849933078,104711.849933078,1,9,100,NA,7,"Other"
"43",26,"HM Revenue and Customs","check an eori number",NA,"x","x",NA,NA,"no value",NA,326786,"https://www.tax.service.gov.uk/check-eori-number","Business and self-employed",0,FALSE,"Check","Requesting information","Information-based",TRUE,"Same as above",NA,NA,NA,NA,0,1,326786,153918.300700208,153918.300700208,NA,NA,NA,NA,30,"HM Revenue and Customs"
"44",269,"Home Office","cancel a lost or stolen passport",NA,"x","x",NA,NA,"no value",NA,302402,"https://www.loststolenpassport.service.gov.uk/","Passports, travel and living abroad",0,FALSE,"Cancel","Providing information","Fully-automated",TRUE,"I can't access the full service without inputting passport details; from what I can see, it seems as though most (if not all)  of it is automated, but can't be certain without full access",NA,NA,NA,NA,0,0,302402,117164.509505819,117164.509505819,NA,NA,NA,NA,25,"Home Office"
"45",103,"Ministry of Justice","find a court or tribunal",NA,"x","x",NA,NA,"no value",NA,301136,"https://www.find-court-tribunal.service.gov.uk","Crime, justice and the law",0,FALSE,"Find","Requesting information","Fully-automated",TRUE,NA,NA,NA,NA,NA,0,1,301136,1070797.1229702,1070797.1229702,NA,NA,NA,NA,17,"Ministry of Justice"
"46",76,"Ofsted","find an inspection report",NA,"x","x",NA,NA,"no value",NA,244793,"https://reports.ofsted.gov.uk","Childcare and parenting",0,FALSE,"Find","Requesting information","Fully-automated",TRUE,NA,NA,NA,NA,NA,0,1,244793,119303.814350422,119303.814350422,NA,NA,NA,NA,9,"Other"
"47",143,"Driver and Vehicle Licensing Agency","pay a dvla fine",NA,"x","x",NA,NA,"no value",NA,240842,"https://paydvlafine.service.gov.uk/search","Driving and transport",0,FALSE,"Pay","Making a payment","Transactional service",FALSE,NA,NA,NA,NA,NA,240842,0,240842,755731.865110422,755731.865110422,1,9,100,NA,16,"Driver and Vehicle Licensing Agency"
"48",266,"The Charity Commission","tell the charity commission about a change to your charity",NA,"x","x",NA,NA,"no value",NA,233418,"https://portal.update-charity-details.service.gov.uk/group/update-charity-details","Money and tax",0,FALSE,"Tell","Amending/deleting information","Transactional service",FALSE,NA,NA,NA,NA,NA,233418,0,233418,123792.518150295,123792.518150295,1,4,100,NA,3,"Other"
"49",243,"HM Revenue and Customs","apply for marriage allowance",NA,"x","x",NA,NA,"no value",NA,224072,"https://www.tax.service.gov.uk/marriage-allowance-application/eligibility-check","Money and tax",0,FALSE,"Apply","Providing information","Transactional service",FALSE,NA,"No","No","No","Yes",224072,0,224072,120841.974021428,120841.974021428,0.714285714285714,14,85.7142857142857,NA,30,"HM Revenue and Customs"
"50",97,"Office of the Public Guardian","claim a power of attorney refund",NA,"x","x",NA,NA,"no value","On website but no data - YH: Come back to this as there is some data on transactions by chanenel (although not very much at all - under 2k in total for May - Oct 2020) (https://webarchive.nationalarchives.gov.uk/ukgwa/20210315085315/https://www.gov.uk/performance/power-of-attorney-refunds); JF took averag of months listed x 12 (digital only). JF + YH: Decision made to exclude this number (4000) as it seems as though the numbers are not representative given time frame of 2020 (thick of COVID)",220282,"https://www.gov.uk/power-of-attorney-refund","Crime, justice and the law",0,TRUE,"Claim","Requesting benefit payments or loans","Currently unavailable",TRUE,NA,NA,NA,NA,NA,0,0,220282,267.096495556347,267.096495556347,NA,NA,NA,NA,2,"Other"
"51",273,"Home Office","electronic visa waiver",NA,"x","x",NA,NA,"no value","On the website but no data",150912,"https://www.electronic-visa-waiver.service.gov.uk","Passports, travel and living abroad",0,FALSE,"Access","Requesting a licence or consent","Transactional service",FALSE,NA,NA,NA,NA,NA,0,0,150912,114372.496935783,114372.496935783,0.666666666666667,6,83.3333333333333,NA,25,"Home Office"
"52",288,"Home Office","request an immigration or citizenship fee waiver",NA,"x","x",NA,NA,"no value",NA,150912,"https://www.gov.uk/get-child-citizenship-fee-waiver","Visas and immigration",0,FALSE,"Request","Requesting a licence or consent","Transactional service",FALSE,NA,NA,NA,NA,NA,0,0,150912,164799.822016034,164799.822016034,0.5,12,75,NA,25,"Home Office"
"53",174,"Department for Education","find postgraduate teacher training",NA,"x","x",NA,NA,"no value","not present",149790,"https://www.find-postgraduate-teacher-training.service.gov.uk","Education, training and skills",0,FALSE,"Find","Requesting information","Information-based",TRUE,NA,NA,NA,NA,NA,149790,1,149790,288247.592517066,288247.592517066,NA,NA,NA,NA,30,"Department for Education"
"54",43,"HM Revenue and Customs","get an eori number",NA,"x","x",NA,NA,"no value",NA,148961,"https://www.tax.service.gov.uk/customs/register-for-cds/isle-of-man","Business and self-employed",0,FALSE,"Get","Requesting a licence or consent","Transactional service",FALSE,NA,"No","No","Yes","Yes",148961,0,148961,65797.4947221336,65797.4947221336,0.6,5,80,NA,30,"HM Revenue and Customs"
"55",109,"Ministry of Justice","make a plea for a traffic offence",NA,"x","x",NA,NA,"no value",NA,147743,"https://makeaplea.service.gov.uk/plea/enter_urn/","Crime, justice and the law",0,FALSE,"Make","Requesting a licence or consent","Transactional service",FALSE,NA,NA,NA,NA,NA,147743,0,147743,440577.484368005,440577.484368005,0.5,8,75,NA,17,"Ministry of Justice"
"56",232,"Department for Levelling Up, Housing & Communities","get a new energy certificate",NA,"x","x",NA,NA,"no value","not present",137895,"https://getting-new-energy-certificate.service.gov.uk/find-an-assessor/type-of-property","Housing and local services",0,FALSE,"Get","Requesting a licence or consent","Fully-automated",TRUE,"This is an information-based service and just provides users with a database of information",NA,NA,NA,NA,137895,0,137895,286649.956303341,286649.956303341,NA,NA,NA,NA,9,"Other"
"57",137,"Driver and Vehicle Standards Agency","find lorry and bus operators",NA,"x","x",NA,NA,"no value","Used to be part of 	Vehicle operator licensing service. That is listed on the website but no stats",121743,"https://www.vehicle-operator-licensing.service.gov.uk/search/find-lorry-bus-operators","Driving and transport",0,FALSE,"Find","Requesting information","Fully-automated",TRUE,NA,NA,NA,NA,NA,121743,1,121743,806448.95390154,806448.95390154,NA,NA,NA,NA,16,"Driver and Vehicle Standards Agency"
"58",270,"Home Office","change your address or your legal representative's details",NA,"x","x",NA,NA,"no value","Applies to visa applications. Not found",113309,"https://visa-address-update.service.gov.uk/","Passports, travel and living abroad",0,FALSE,"Change","Providing information","Transactional service",FALSE,NA,NA,NA,NA,NA,113309,0,113309,96571.3902005719,96571.3902005719,0.75,8,87.5,NA,25,"Home Office"
"59",233,"Department for Levelling Up, Housing & Communities","homes for ukraine",NA,"x","x",NA,NA,"no value","not present",112708,"https://apply-to-offer-homes-for-ukraine.service.gov.uk/individual/steps/1","Housing and local services",0,FALSE,"Access","Requesting information","Special sign-in required",TRUE,"The website indicates that the local councils will ""perform some checks"" to check the eligibility of applicants for hosting, but doesn't provide any more information: cannot otherwise access the remainder of the application as it requests personal information",NA,NA,NA,NA,0,1,112708,1710677.492047,1710677.492047,NA,NA,NA,NA,9,"Other"
"60",271,"HM Passport Office","check a passport for travel to europe",NA,"x","x",NA,NA,"no value",NA,109350,"https://www.gov.uk/check-a-passport-travel-europe","Passports, travel and living abroad",0,TRUE,"Check","Requesting information","Currently unavailable",TRUE,NA,NA,NA,NA,NA,0,1,109350,106.368729106928,106.368729106928,NA,NA,NA,NA,1,"Other"
"61",131,"HM Revenue and Customs","check or update your company car tax",NA,"x","x",NA,NA,"no value",NA,108633,"https://www.tax.service.gov.uk/paye/company-car/details","Driving and transport",0,FALSE,"Check","Requesting information","Fully-automated",TRUE,NA,NA,NA,NA,NA,108633,1,108633,753990.084300095,753990.084300095,NA,NA,NA,NA,30,"HM Revenue and Customs"
"62",315,"Department of Health and Social Care","nhs test and trace",NA,"x","x",NA,NA,"no value",NA,93399,"https://www.gov.uk/guidance/nhs-test-and-trace-how-it-works","Coronavirus",0,TRUE,"Access","Requesting information","Currently unavailable",TRUE,NA,NA,NA,NA,NA,0,1,93399,118.687587977426,118.687587977426,NA,NA,NA,NA,5,"Other"
"63",77,"Department for Work and Pensions","get help arranging child maintenance","Child maintenance transactions","x","x",NA,NA,"no value","Not present in the web data. Child maintenance transactions are represented in the spreadsheet but not quite the same thing",83957,"https://child-maintenance.service.gov.uk/get-help-arranging-child-maintenance/","Childcare and parenting",0,FALSE,"Get","Requesting benefit payments or loans","Transactional service",FALSE,NA,NA,NA,NA,NA,0,0,83957,39735.6131287734,39735.6131287734,1,4,100,NA,27,"Department for Work and Pensions"
"64",39,"Crown Commercial Service","find a tender",NA,"x","x",NA,NA,"no value","not present",70951,"https://www.find-tender.service.gov.uk/","Business and self-employed",0,FALSE,"Find","Requesting information","Fully-automated",TRUE,NA,NA,NA,NA,NA,70951,1,70951,67791.0765588237,67791.0765588237,NA,NA,NA,NA,1,"Other"
"65",38,"Intellectual Property Office","find a registered design",NA,"x","x",NA,NA,"no value",NA,70661,"https://www.registered-design.service.gov.uk/find/","Business and self-employed",0,FALSE,"Find","Requesting information","Fully-automated",TRUE,NA,NA,NA,NA,NA,70661,1,70661,67627.3658693792,67627.3658693792,NA,NA,NA,NA,7,"Other"
"66",355,"Education and Skills Funding Agency","national careers service",NA,"x","x",NA,NA,"no value",NA,70188,"https://nationalcareers.service.gov.uk","Education, training and skills",1,FALSE,"Access","Requesting information","Information-based",TRUE,NA,NA,NA,NA,NA,0,1,70188,184253.002765045,184253.002765045,NA,NA,NA,NA,10,"Education and Skills Funding Agency"
"67",82,"Ofsted","report a serious childcare incident",NA,"x","x",NA,NA,"no value",NA,61159,"https://www.report-childcare-incident.service.gov.uk/","Childcare and parenting",0,FALSE,"Report","Providing information","Transactional service",FALSE,NA,NA,NA,NA,NA,61159,0,61159,32957.2849830222,32957.2849830222,0.428571428571429,7,71.4285714285714,NA,9,"Other"
"68",45,"Cabinet Office","government property finder",NA,"x","x",NA,NA,"no value","present on list but no data, double checked, no data",60892,"https://e-pims.cabinetoffice.gov.uk/government-property-finder/Home.aspx","Business and self-employed",0,FALSE,"Find","Requesting information","Fully-automated",TRUE,NA,NA,NA,NA,NA,60892,1,60892,61940.5544374493,61940.5544374493,NA,NA,NA,NA,11,"Cabinet Office"
"69",307,"Department of Health and Social Care","create a coronavirus nhs qr code for your venue",NA,"x","x",NA,NA,"no value",NA,60347,"https://www.gov.uk/create-coronavirus-qr-poster","Coronavirus",0,TRUE,"Create","Requesting information","Currently unavailable",TRUE,"This service is no longer operational",NA,NA,NA,NA,0,1,60347,91.7119848864341,91.7119848864341,NA,NA,NA,NA,5,"Other"
"70",262,"HM Revenue and Customs","register or renew your money laundering supervision with hmrc",NA,"x","x",NA,NA,"no value",NA,57128,"https://www.tax.service.gov.uk/gg/sign-in?continue=%2Fanti-money-laundering&origin=amls-frontend","Money and tax",0,FALSE,"Register","Registering","Transactional service",FALSE,NA,"Unclear","Yes","Yes","Yes",57128,0,57128,53929.8633950432,53929.8633950432,0.75,8,87.5,NA,30,"HM Revenue and Customs"
"71",208,"Department for Environment, Food & Rural Affairs","environment public registers",NA,"x","x",NA,NA,"no value","not present",53417,"https://environment.data.gov.uk/public-register/","Environment and countryside",0,FALSE,"Access","Requesting information","Fully-automated",TRUE,NA,NA,NA,NA,NA,0,1,53417,50768.2969815151,50768.2969815151,NA,NA,NA,NA,17,"Department for Environment, Food & Rural Affairs"
